salario_medio_moradores_regiao,idade_media_casas_regiao,quantidade_media_comodos_regiao,quantidade_media_quartos_regiao,populacao_regiao,valor_casa
74625,5,9,4,35548,1491538
60749,6,6,3,32891,969323
68780,5,7,6,36591,1055773
68923,6,6,4,40903,1299430
70190,6,6,2,29215,1340095
86690,6,6,3,42589,1723730
68935,5,7,5,37908,1214105
56851,5,5,2,23915,393639
51586,7,6,3,55449,1472540
58276,4,5,4,31457,502553
82713,6,4,4,29936,1296224
73451,5,5,2,49251,1342815
69667,7,6,4,53056,1698220
59375,4,7,4,20794,555504
66036,5,7,3,45577,1298981
65885,7,6,4,34100,1440737
77417,5,7,6,26527,1145351
78276,6,6,4,29483,1546957
67160,6,6,2,33805,1070819
81835,7,5,3,51039,1993454
61426,4,6,3,45701,891981
80889,6,7,6,12513,1443842
91458,4,5,2,34252,1305220
59119,5,7,6,45539,1238709
77413,6,6,3,28795,1241387
60421,5,5,4,32754,849009
79354,6,8,6,39092,1656785
63151,8,9,5,42266,1896650
68805,6,8,6,40744,1300362
78032,3,7,4,35334,1159749
76071,7,6,2,15586,1263744
63334,6,7,6,35638,1292644
63650,5,8,3,46457,1357711
66181,4,6,3,25337,945551
71717,6,7,5,51974,1572100
74419,7,8,3,48591,2019424
59289,6,5,4,29496,831472
72197,7,5,3,34598,1408347
69423,5,6,2,36409,1154126
64231,4,8,5,59717,1521085
66005,4,9,4,43283,1522144
82943,6,6,4,50524,1528714
71735,5,7,4,38244,1289042
57319,6,7,6,44738,1222799
72363,4,4,3,42543,792174
87678,5,7,3,43805,1753967
66404,6,6,4,35977,1149525
94295,5,7,6,46014,1876497
60891,6,6,3,41217,1045348
82264,4,6,3,37581,1323301
58666,5,6,2,48132,997240
62497,7,7,4,27485,1204940
84226,7,7,5,30167,1877942
74380,5,7,3,37315,1245053
73753,5,6,2,24970,1165991
76355,4,7,4,50209,1517153
59024,5,6,3,36271,847768
54241,6,7,3,38997,1012269
90493,4,6,2,45211,1439431
82665,6,6,2,35513,1461512
45520,6,7,4,20070,678587
58927,6,4,4,49100,783351
63689,6,8,6,36260,1499552
82989,6,7,4,19372,1458423
81614,5,6,3,33611,1228880
78661,5,5,4,25087,932381
56907,5,7,4,38959,834268
74636,5,8,6,22880,1351007
63926,4,5,3,54954,1068787
62320,6,8,4,14596,1124396
101599,7,7,6,37523,2370231
66051,7,7,6,26761,1334953
71475,6,5,4,48227,1504441
63137,5,6,3,47697,1153435
57223,6,8,3,44907,1259357
76075,6,5,4,40368,1567746
74579,6,7,5,44873,1516420
84292,5,6,3,36446,1365151
79120,5,5,4,39563,1046030
57143,6,6,2,51479,1233966
66300,6,5,4,31581,1009769
70161,6,5,4,37787,1453598
75212,6,6,3,23162,1103207
86762,6,5,2,47724,1571254
69180,6,5,2,38114,1400111
78010,6,8,4,44157,1822988
65192,6,8,4,26228,1174748
61325,4,6,2,51406,1147909
62617,5,6,3,48372,1124126
63970,3,6,2,31944,822935
68860,6,7,3,40542,1448775
66701,4,7,4,37752,1063631
73823,4,7,3,10555,861657
62995,5,6,4,34347,1034760
75864,5,6,3,35756,1240864
72687,6,7,5,35427,1442372
67059,5,8,6,35294,1390620
64705,4,6,2,33900,862408
62382,6,6,2,14347,695152
61355,7,6,3,43645,1392537
59331,5,8,5,46669,1200653
44218,5,9,4,35420,920541
59260,6,6,3,55030,1300434
79159,5,6,4,41296,1172188
76916,5,5,3,28213,1054733
62450,4,5,3,41190,615568
66447,4,8,4,48261,1271397
62173,5,5,3,3883,231190
59611,5,7,3,40395,1040782
65531,6,5,3,39367,1111711
52681,5,7,3,44203,885796
53348,5,6,2,36499,809756
53048,7,5,3,46984,1095794
74283,5,7,6,21446,1138609
50212,6,7,5,20913,873242
75012,6,6,4,42877,1413580
81858,7,6,4,32549,1730084
53664,4,5,2,57110,996243
89502,4,5,2,40836,1273519
51927,6,7,6,32256,970177
75927,5,6,4,22993,1143203
84802,5,7,6,35748,1437984
66961,7,3,2,33423,1128720
86375,5,6,3,39781,1532534
59046,6,7,4,37813,1082589
68368,6,7,5,28438,1156308
61018,5,8,3,43395,1168760
65566,8,7,6,30117,1357576
59878,5,6,4,44212,920499
76573,6,8,3,40002,1810782
69013,5,6,4,17180,903658
78734,7,6,3,36688,1850514
59035,6,6,2,34753,1148721
83940,5,6,3,34602,1492033
54920,6,6,3,22835,831169
65554,5,7,6,39239,1130677
60168,5,6,3,33460,737202
52540,5,7,3,32090,578309
57182,7,5,4,39293,1112223
55470,5,6,2,36246,962532
67877,5,6,2,19524,843651
69439,5,8,5,33995,1217268
51874,5,7,3,26197,450307
75655,7,6,3,31225,1663473
83973,5,5,4,20159,1164616
65987,5,5,3,31771,1263018
94292,5,7,5,53620,2197437
62938,6,7,3,48947,1721262
72124,6,7,5,45415,1670909
56398,5,7,4,50909,1148750
50665,7,7,5,29726,1154883
89475,6,5,2,31070,1707270
45633,6,6,2,42371,1108407
66875,5,8,4,28819,1256599
57849,6,6,2,43048,1180968
62881,6,6,2,22580,905436
61091,5,8,4,46536,1450123
65973,6,9,3,40765,1382811
70280,4,5,2,38916,868694
74428,6,6,2,49465,1471747
49500,5,7,5,25186,676378
88905,6,5,2,26964,1462422
63858,5,7,5,23808,1036782
64044,5,5,4,58887,1122967
73035,7,8,4,43408,1877074
77722,4,7,6,57287,1657363
69185,6,8,6,50096,1757396
67203,7,7,6,44610,1539085
69446,6,8,6,47025,1738788
68700,6,6,2,22481,1189467
56671,6,6,4,54543,1316794
76824,6,6,4,43904,1542971
62846,6,5,2,34628,1024973
73086,6,6,4,28913,1353182
70072,5,8,6,43181,1594089
74881,4,8,5,60895,1501048
53288,4,6,3,48927,810537
74245,5,5,4,53039,1270298
83112,6,6,4,44876,1591023
65243,4,7,6,26710,1040653
62926,6,6,2,6248,639472
53302,7,5,2,33222,867898
54965,4,6,4,47460,776126
73704,7,6,2,11637,1202844
64675,5,6,3,53742,1346380
72392,5,7,4,23997,1014430
75033,5,6,2,27355,1373512
81291,5,8,4,33097,1454750
55992,5,8,3,32032,1166600
57108,7,6,2,43511,1093253
82373,6,7,4,67701,2130762
67433,7,6,3,41030,1719762
61088,5,6,2,40426,1019881
69650,5,6,3,41608,1296645
64163,6,6,3,39354,1372879
68606,5,6,3,36084,1117011
65739,6,6,4,27721,959735
50709,4,6,3,60199,1074825
65083,3,8,3,39498,922054
58726,5,6,3,40771,1017374
58593,5,6,2,45694,1227402
59466,6,7,3,44825,1226042
79619,4,8,3,36156,1411334
63134,6,8,6,27554,1317234
81699,6,4,4,33957,1250144
49863,6,9,5,42056,1389048
66835,6,5,3,23523,792450
81301,7,6,4,40860,1860682
67350,5,8,4,26076,1110828
77947,6,7,5,29660,1539129
59941,6,6,2,37853,1132780
69876,4,7,6,20038,839630
74909,4,6,2,40193,1243239
62209,6,7,4,32529,1104109
83372,8,7,4,14502,1664302
59273,5,7,6,20353,818290
52916,6,7,4,36105,1062666
64714,5,5,4,23836,730044
63427,5,8,6,31689,1307174
72885,7,4,2,36711,1464710
63780,5,5,4,32010,769852
59709,6,6,3,39383,1012023
68275,5,6,4,31383,866328
78556,6,5,3,34677,1222727
57471,5,7,5,35822,998702
58583,6,9,6,39910,1644242
66537,6,9,6,53721,1817188
78269,6,6,2,54954,1553976
70562,7,5,3,26073,850593
65594,7,7,3,24580,1179987
72493,6,7,4,40722,1554987
60757,6,8,5,35561,1281378
72920,5,7,3,35656,1125678
76134,7,8,3,34956,1705890
56957,5,5,2,29498,783565
54642,6,8,6,42987,1355363
60018,6,5,3,35188,927181
67417,5,6,3,36002,1058518
56088,6,8,6,44796,1397564
70850,5,5,3,14731,635429
69692,4,6,4,41818,1104701
68104,5,7,3,35008,1368135
50521,7,7,5,36713,1204117
64900,5,7,3,21815,517938
78951,5,5,2,31055,1241183
77553,5,8,6,53405,1603627
56734,6,8,4,27982,1063206
72827,7,4,4,39730,1269293
76306,5,6,4,18041,1063399
57293,9,7,4,27991,1561314
65088,5,6,3,39863,1135613
67813,5,6,3,30253,1057347
52866,6,5,4,31925,772310
55956,6,6,3,32844,989263
56225,5,6,4,35245,699323
71532,8,7,3,28635,1596343
70514,4,7,5,52378,1499153
54673,4,7,5,39160,770771
58412,5,8,6,22900,1055484
64861,6,8,5,25032,1240504
82632,5,5,3,13162,900973
71499,5,6,3,27417,1035977
75034,5,5,3,25348,1086448
55447,6,7,5,37723,1366981
80196,6,7,3,48694,1616937
60480,7,7,4,46361,1639945
40581,4,7,5,48820,509500
61932,6,6,4,34143,1200125
94392,7,8,6,41462,2142897
66236,6,6,4,45921,1301090
76771,7,7,4,35690,1860649
75851,6,7,4,26831,1283997
60509,5,7,5,35376,947356
62052,4,6,4,41722,875799
61657,7,7,4,42285,1483041
92609,5,7,5,29421,1508856
81038,5,6,2,35371,1302814
54012,6,7,5,21653,747396
65573,6,9,3,58195,1723397
57335,5,7,6,41826,1059431
64098,6,7,3,43769,1309397
65212,5,7,5,29582,981233
65256,6,6,3,37875,1389764
89488,5,7,6,49089,1599964
54415,6,8,3,38937,1208843
76674,7,9,6,43156,2059301
62702,5,8,3,47285,1272338
72788,6,7,3,31765,1390377
72415,6,7,4,28885,1212899
73896,6,6,3,44256,1393483
87541,6,6,3,31044,1603046
71843,5,7,4,27676,1063070
74141,4,6,3,46905,1068493
74101,6,6,3,34628,1337974
42943,6,8,3,34468,889831
71267,5,8,4,36795,1308232
72655,7,7,4,23623,1612102
72531,4,6,4,15167,578161
72259,6,6,2,45598,1454127
63593,8,8,6,40186,1684538
85696,6,4,4,24138,1347210
80077,5,7,4,30774,1603343
75339,5,7,5,49307,1383564
54618,6,5,4,40673,705444
66829,5,7,4,48776,1418046
82760,6,6,4,33839,1457756
79769,7,7,5,22669,1617405
46800,7,4,4,29587,456019
78186,5,7,4,28130,1348804
65091,5,8,5,49224,1579361
51218,4,6,2,21091,385678
74095,5,6,3,32774,1121023
62769,5,7,4,43314,1178554
64836,6,8,6,35163,1296468
59141,5,4,2,29386,313652
66698,4,8,5,51747,1530295
75892,4,6,3,40908,1249914
70031,4,9,4,36679,1270432
79757,3,6,2,45130,1123754
60029,5,7,6,32818,1005087
70329,5,8,4,48077,1712282
65907,5,5,3,33303,698458
87068,6,6,4,16083,1322439
76327,7,6,3,42939,1599616
62315,6,5,3,47163,1142264
63579,3,7,6,51246,1012769
66197,5,5,4,55849,1244917
65984,5,5,2,40976,1016527
70894,7,6,4,24878,1383566
78186,5,5,4,49617,1526370
59539,6,7,3,14403,961495
77163,5,7,6,27766,1228363
67082,6,9,4,40412,1674681
53120,6,9,5,36100,1411217
79095,6,6,2,23624,1476393
71244,6,5,2,15769,751324
79058,5,6,3,35074,1366714
84703,5,6,2,51169,1718626
73001,4,8,3,45338,1344869
90972,5,7,3,24943,1442079
77362,6,5,3,24171,1000892
70850,6,8,5,42035,1553396
81248,7,6,4,48922,1969257
72173,5,6,2,42946,1435262
46627,5,6,3,37302,718875
82113,6,6,2,51561,1883082
62622,6,8,6,48899,1502443
70607,6,4,3,58793,1513650
80335,6,5,4,56689,1410264
58765,5,4,4,30997,647692
86849,5,6,3,45178,1675063
71918,7,7,5,23690,1336134
75513,4,8,6,37175,1376241
66359,6,8,6,32976,1680017
68638,6,5,2,25380,1186026
86084,6,6,4,24447,1460045
55076,5,6,4,23794,650939
74682,7,7,4,39293,1525691
69379,8,8,6,34612,1827476
61431,6,6,3,32912,860399
74085,5,7,5,32481,1574182
54204,4,5,3,39735,333161
60842,5,8,3,45258,1279681
85429,6,6,3,36411,1594748
76602,5,8,5,20927,1495375
65629,6,7,6,17609,954733
74227,6,6,2,25934,1426696
79671,6,6,2,35953,1468460
71816,5,8,6,41178,1607864
54623,5,8,4,41939,888866
61536,6,6,2,29346,1151342
66357,6,7,6,38072,1045705
64957,5,7,4,49513,1279161
86895,6,7,6,38042,1799455
90533,6,8,3,46610,2005167
65939,7,7,6,29620,1492612
56505,5,7,3,30995,976482
60564,5,8,5,49574,1247002
78606,7,5,3,51235,1426682
72747,5,6,3,35060,1171990
76193,5,7,4,26736,1370910
70912,5,7,3,20797,1083072
81922,6,6,2,21677,1065656
73312,7,7,4,32256,1492095
48483,6,7,5,35848,936865
85009,6,6,3,48601,1966140
79029,7,5,4,48607,1558197
70301,5,5,3,49076,1280588
46339,4,8,4,52123,853751
68272,4,7,4,30937,978825
60285,5,9,3,27370,1273554
62671,5,6,4,31702,798659
66615,6,4,4,48604,1114128
78431,4,7,3,23623,1108894
46646,6,6,3,34006,710269
72405,4,7,6,35062,1142128
66225,6,6,3,44384,1378270
56106,7,6,3,46002,1140126
65896,5,6,2,34170,999147
71601,6,7,4,34787,1289201
57584,6,4,2,46724,973198
65075,6,8,6,30826,1511653
69635,6,6,2,26312,1158677
62829,5,7,6,29277,1009094
57093,6,6,2,19379,861014
72919,5,7,4,26625,1064372
92774,5,7,5,35016,1883469
59443,7,8,3,28100,1191341
71677,5,6,3,38736,1300303
77620,5,6,4,29115,1126042
95236,5,7,3,41524,1848511
73145,5,5,2,31750,1072875
62311,5,5,4,51601,1019128
66854,5,6,4,41382,1210161
70520,6,6,4,51639,1561234
94241,7,8,6,39139,2180066
83664,4,7,4,39642,1665515
62241,5,7,3,55613,1307136
74286,7,6,2,33439,1604208
70217,5,6,4,38779,1057126
35454,6,6,4,59636,1077806
80707,6,5,2,25433,1328525
54921,4,6,3,49547,1017776
67258,6,6,2,50955,1443817
77509,6,7,5,18264,1322010
57759,5,6,3,49698,1064940
54234,5,7,6,37393,768542
63438,5,9,6,32180,1244563
40141,5,7,4,53364,744291
86197,6,7,3,44099,1879416
75992,5,6,3,39503,1131698
61482,4,7,5,34993,1000714
70256,5,8,3,45672,1313128
91328,5,6,4,49530,1810561
75106,7,8,5,41143,1877269
79908,5,6,3,40229,1495673
93763,4,6,2,44047,1708102
50167,7,7,3,34292,1058356
51391,5,6,3,28063,681090
79823,5,9,5,41545,1958065
65913,4,5,2,12450,353240
69603,7,5,2,31337,1054304
46367,5,5,4,26015,268051
66195,6,6,3,37288,1318598
76899,5,7,3,37825,1334537
54427,7,7,3,54045,1598736
82920,6,7,4,33935,1699953
47121,6,6,3,46303,1012270
74968,4,6,3,28045,1093506
68222,6,7,6,32660,1064703
61485,5,7,4,38179,1184614
72894,6,6,4,37796,1146480
68254,7,7,4,48908,1925616
62088,7,7,5,38337,1233883
60658,4,6,3,45004,822685
76321,6,7,4,56696,1935831
52141,7,7,3,29595,912586
75080,5,7,5,50408,1636906
62117,7,6,3,26295,1197930
74253,4,5,3,44939,1039795
65561,5,6,2,40231,1033450
58124,5,6,2,28863,839590
62159,5,4,2,36644,782800
88722,5,5,4,29896,1547127
74791,6,7,6,29153,1518706
67305,6,5,2,39369,1074456
51195,5,7,4,30028,671961
63223,4,8,3,35891,1185735
78788,6,6,4,38656,1518454
58367,5,6,4,28800,666746
65149,5,7,6,29190,988015
72416,6,7,4,6805,997453
81374,6,8,4,38647,1791307
70342,4,7,6,34970,1223589
68966,4,8,5,39917,1321257
60104,7,7,6,31781,1193687
55192,5,6,4,36705,840209
68599,6,6,2,42548,1474745
76611,5,8,5,33001,1527440
45318,5,6,2,47223,802048
73714,6,6,3,30049,1016961
59961,6,6,3,31853,1051230
70444,4,7,3,41919,1209964
66638,7,6,4,26641,1357208
73869,6,7,5,25694,1513847
74112,4,8,3,66995,1737571
44180,7,6,3,30809,613371
65279,4,6,4,29971,767785
63342,5,8,3,31726,1181663
77352,9,5,3,39667,1898169
76053,6,5,3,45636,1471784
92669,5,5,4,31467,1397462
40748,6,5,2,46643,664465
68176,5,7,3,32525,1128253
84824,5,7,3,27862,1273629
38571,7,5,3,47386,968412
63843,6,6,3,37703,1071537
87444,7,4,3,51591,1802294
63409,5,6,4,56256,1369583
55096,6,7,5,52405,1350284
84597,5,7,3,31143,1637831
71408,6,7,6,49463,1574280
77376,4,7,5,38105,1251064
58968,5,5,4,50936,992623
86528,6,7,4,27593,1616505
63274,5,8,3,38904,1440107
72264,5,6,3,32827,1139014
56180,6,7,4,41036,1139073
59952,5,8,5,50752,1243492
59938,6,4,2,44065,1021127
72847,5,6,3,21985,960919
65803,6,7,4,36011,1306288
73177,6,7,6,41971,1537897
64469,4,5,2,43745,909886
87928,5,7,6,47452,1752113
70844,4,7,5,33483,1129388
87758,6,8,3,47320,2024903
60555,4,6,2,49309,1164969
60055,4,7,4,44435,1187455
88603,7,5,2,37215,1675702
62873,5,7,5,41637,1163559
54226,5,7,4,35596,814240
76309,6,7,4,42652,1480675
68297,5,8,4,23177,1281308
58895,6,6,4,41856,1187044
75782,6,6,4,23287,1267803
72314,4,7,6,35998,1094792
70422,8,7,3,20206,1489574
80407,5,6,3,22800,1280996
65069,4,6,4,45095,1046347
72932,5,6,4,30072,1149694
54769,6,7,3,39001,1063345
79296,5,7,4,24298,1377113
82353,6,6,2,31745,1459525
38122,6,7,5,38067,899609
60757,4,6,3,29017,482690
66469,4,6,4,22670,412269
59007,5,7,6,33631,1209798
88876,4,5,3,29004,1342507
63242,5,6,4,14291,727867
62974,5,7,3,48184,1447251
86744,6,6,4,32474,1578766
69801,6,7,4,37852,1578737
63542,6,7,4,57318,1445527
78403,5,5,4,33686,1221824
85662,6,8,3,42401,2031338
82851,4,6,2,33366,1232974
70934,6,7,6,36394,1426403
64354,4,6,3,25495,520218
79243,5,6,4,32761,1314770
74944,6,6,3,31389,1249331
77545,6,7,5,52740,1835565
69789,5,6,2,40473,1018174
60308,3,7,3,35971,607859
89130,4,7,3,39154,1340983
73505,6,5,2,39677,1292740
84023,7,6,4,33106,1772780
53971,7,5,3,46685,1131888
74750,6,7,4,36538,1603628
56128,5,6,3,32807,809121
73886,5,5,2,26038,987004
45781,5,5,4,34660,676971
59788,4,6,4,15036,461474
47320,3,7,3,15776,15939
81510,6,5,4,39937,1622827
81013,7,7,5,45472,1924156
70829,6,6,3,49360,1548599
94889,7,6,3,31884,2007639
62635,4,6,4,24348,461912
68871,4,7,4,40863,1243839
76150,5,7,5,31443,1309923
62443,5,8,6,37078,1343485
57597,5,6,2,29580,771214
70194,7,6,2,29254,1244955
58342,4,5,3,19056,365930
64492,8,6,4,30102,1453109
83284,5,5,4,24627,1128906
70975,6,8,3,61104,2100698
77742,5,7,4,22231,1105024
60563,6,7,5,31568,1159526
75454,8,8,5,51172,1940933
74490,6,7,4,35264,1549031
71052,5,7,3,46731,1379456
90293,5,8,4,26550,1501917
62060,5,4,3,55583,963656
88556,4,6,4,59262,1901000
64780,7,6,2,27027,1200061
59940,6,6,2,27129,1063743
62699,7,5,3,46419,1252733
63574,5,6,2,34714,907530
66965,6,8,3,22890,1256087
69494,6,7,3,33916,1517869
77131,7,8,3,34905,1705546
70080,5,7,4,32524,1081579
68311,4,7,5,39833,872177
74727,6,5,2,27372,1061786
67196,6,8,4,38417,1355546
72314,5,7,5,38251,1455511
72792,6,6,2,55997,1445031
58272,4,7,3,39755,823822
72662,8,6,3,33532,1693694
66036,5,7,3,23207,944979
69384,5,6,3,46833,1156786
73684,6,5,4,33448,1306289
61056,7,8,5,53410,1785450
64762,7,6,3,32136,1115081
71613,3,8,5,36925,1188255
63989,5,6,4,32059,1184799
66408,4,7,5,31942,1134247
57905,5,8,4,43341,1108022
65207,5,8,4,29668,1148417
72391,6,5,4,32674,1202574
74360,5,8,6,32337,1428212
91024,5,7,5,44381,1842736
65342,5,7,6,44057,1262232
80051,5,6,3,35254,1354609
69835,6,7,3,19376,1277381
70552,5,6,2,31093,854488
75099,5,6,3,14744,968045
49623,5,7,3,35090,769114
72095,6,6,4,46379,1236094
60864,7,5,4,25334,745587
62503,3,7,6,35167,944289
62130,7,6,4,40847,1283480
68114,5,7,6,40035,1214942
57944,5,7,4,45260,1137225
74130,6,8,3,49958,1881075
67645,6,8,5,40734,1603201
63631,6,7,6,33108,1296611
75172,5,7,6,43047,1540361
76230,3,6,2,40690,1046957
87307,5,5,3,46175,1545672
61508,6,5,2,36962,857935
51187,7,5,3,48661,1298108
78394,5,8,3,34267,1533017
49409,7,7,3,27805,846841
73031,5,7,3,37994,1280199
70872,6,6,3,27500,1214335
76714,5,6,3,31534,1206540
59417,4,7,4,47119,1031385
75474,8,7,6,24034,1715436
67814,6,5,4,35102,1223433
75706,6,6,4,30523,1530848
86939,4,7,4,40702,1404436
70825,6,6,3,46508,1603944
64750,5,5,4,54048,1167918
54649,5,7,4,35497,1048136
88768,4,5,4,39144,1563193
79036,5,6,2,45828,1512579
71131,6,7,4,39414,1632942
62175,5,6,4,31317,1017723
64725,6,7,4,46202,1619829
77013,7,7,5,43432,1890056
82337,5,8,4,41186,1902119
66778,6,7,3,35399,1338248
94459,6,8,3,33515,2081869
61436,5,6,2,42032,868713
48507,6,5,4,36395,603374
56184,6,8,3,24328,1182670
88273,6,7,5,19686,1557075
69650,4,8,4,48017,1574582
55585,4,6,4,27042,530614
75766,6,8,5,30776,1669559
62676,5,8,6,32487,1191969
68535,5,5,2,32770,842296
66786,6,6,4,33390,1111109
57979,7,6,4,35553,1180325
66435,6,8,6,59599,1575967
78406,6,7,3,37544,1735992
77287,5,5,4,35041,1144711
60285,5,6,3,34769,891201
65363,6,9,4,48714,1775531
88508,6,5,4,36001,1660296
71328,5,6,2,26738,1062105
80041,6,7,4,39026,1693385
81988,6,7,6,29277,1689691
65022,5,8,6,13328,1004041
48783,4,6,2,31038,780934
65071,5,7,5,27613,942167
63266,6,6,4,32187,1049824
55532,7,7,4,46509,1394841
68735,7,7,5,27640,1521141
68056,7,7,6,31852,1470427
54574,5,8,5,44489,1094070
87640,7,8,6,39758,2096954
70087,5,6,2,53612,1580952
86249,6,7,4,43154,1749820
73211,6,10,6,44198,2065710
71635,5,6,2,43555,1148372
72662,5,7,4,50672,1371522
77124,6,8,5,39465,1814462
80807,6,5,2,42405,1304284
46662,5,7,3,25769,605964
81833,5,6,2,25889,1179992
70271,5,6,2,28101,1188197
78981,7,8,5,24386,1914073
81011,4,7,4,31435,1286401
73197,6,6,3,22829,1161233
65221,8,5,3,47157,1682106
65745,5,7,6,33031,1144138
64368,5,6,4,42847,1328701
78803,5,7,5,34422,1517317
63838,5,6,2,41553,1148564
66461,5,5,3,26052,729782
60930,4,8,6,26165,716316
71784,5,6,2,30364,859079
62017,6,6,2,38177,1011478
60907,5,7,5,34661,938171
64035,5,6,2,47334,1179983
62342,5,6,3,42311,1107068
69874,5,6,4,27987,1114958
65428,6,7,5,39070,1537311
77118,5,7,5,31197,1635151
70604,5,7,4,26529,1076996
75104,5,6,3,17461,890888
68694,6,6,4,40842,1033476
77898,4,8,3,59563,1812960
72261,5,7,3,42681,1568433
60625,5,6,3,33411,852505
79574,7,7,4,24884,1546409
67187,6,8,3,50485,1661593
82998,6,6,4,35153,1752595
76749,6,7,5,21136,1303107
65025,5,8,6,30028,1287903
67395,6,7,6,54687,1670950
75885,5,5,4,30067,1127499
72317,6,6,2,43911,1311390
78069,4,6,4,23560,1004430
46621,7,8,4,51321,1266748
53594,5,5,2,42653,713616
54703,5,5,3,47490,814573
55430,5,7,4,40789,1155801
62519,7,6,3,36889,1277781
69551,5,5,2,56625,1516075
62726,4,7,3,39475,877247
83622,5,5,2,36637,1317168
76170,7,7,6,52111,1880179
55497,7,7,3,47167,1370506
54600,5,5,3,64180,1078779
70841,8,6,3,37145,1621743
71434,5,8,4,27324,1351541
46890,5,7,4,26406,717682
66894,5,6,2,28630,914325
64547,6,4,3,37084,1074297
75049,4,7,6,28061,1199619
82903,6,6,2,44146,1452737
79767,6,6,2,46430,1377671
66126,7,5,3,41997,1474379
59306,7,7,4,34886,1363623
51796,6,7,6,31178,891468
68636,5,7,6,43708,1421048
56228,5,9,5,36567,1000842
74855,6,6,4,32549,1371312
81136,5,7,3,37050,1572514
66616,6,5,2,39347,958909
61437,6,6,2,24682,912422
64910,5,7,5,41942,1210026
56851,6,7,4,37438,1243880
66629,7,7,4,37261,1381118
65417,6,7,5,39446,1226993
79510,6,5,3,32647,1262553
46885,5,6,3,38898,774674
80088,6,5,4,34402,1295946
57311,5,7,4,21976,704376
69048,6,6,4,36817,1305210
54457,8,6,2,38438,1240380
69431,6,6,2,27408,1262281
64536,4,4,3,33346,491908
69460,4,5,2,40084,890482
58624,7,8,4,56547,1895361
73560,6,7,4,26471,1376346
92360,5,6,3,55728,1596440
68279,6,7,4,47830,1537476
71967,6,6,3,40288,1270390
58687,6,6,4,29395,938828
64799,6,7,5,39602,1277149
70553,3,7,5,22179,732244
65606,6,5,4,37975,1108205
59110,6,7,5,37977,1262105
49783,6,5,3,38680,757943
51536,8,6,3,44872,1354875
72102,5,7,3,18819,995813
50570,5,4,4,40580,612939
76156,7,6,3,34493,1521746
79263,5,6,3,36164,1252692
48460,6,6,2,38652,963934
57316,5,6,4,26121,623181
59060,6,8,4,42956,1361872
57535,4,7,5,31668,826306
76547,4,6,3,46840,1104116
83648,8,6,3,21137,1722464
67785,5,5,3,39757,1053339
75479,6,6,4,18537,933949
48879,8,7,4,63620,1575492
70130,7,7,3,34088,1544906
65935,6,6,4,15217,798074
69340,5,6,4,30726,994108
48692,5,7,5,40082,836340
73092,5,6,2,43509,1336172
59911,5,6,2,30865,592223
53052,5,6,2,25753,766710
74900,6,8,3,42182,1820439
73980,5,6,2,26155,1186020
73497,6,6,4,39897,1302664
57852,5,7,6,42688,1197069
72029,7,5,3,42143,1205879
70696,5,8,4,39616,1511352
83335,3,7,6,22786,951781
66765,4,6,2,38064,994897
63440,6,6,3,40750,1252723
56636,5,7,6,47541,1048640
89088,6,6,3,37044,1629050
55733,5,5,2,25676,639366
71418,5,7,6,22571,1055930
58651,4,6,4,30367,799208
67732,7,7,6,21029,1323960
45103,5,6,2,43067,852590
71833,5,9,6,31750,1399813
64295,6,6,4,39346,1206020
67855,5,8,5,34836,1222577
60827,7,7,6,20756,1184462
68060,4,6,3,19270,522639
74698,5,7,4,46999,1621982
78337,6,7,3,21611,1418310
87934,5,6,3,54310,1846350
75557,5,6,2,41866,1415350
74172,6,9,4,35277,1729560
69360,7,6,2,26863,1325150
59314,4,5,3,21881,470008
73854,6,6,4,44103,1637262
74960,6,6,3,35918,1268135
61471,5,5,4,43091,983994
48461,7,7,5,43341,1231779
67128,8,4,4,48165,1524124
97881,5,7,5,37152,1859161
70618,5,5,3,41291,965136
87035,5,5,3,42267,1487572
63938,7,8,4,42652,1599860
73054,6,8,3,31726,1411757
48629,5,7,3,53564,1209445
61641,5,7,3,48898,1202051
84558,7,6,4,26857,1784058
73531,5,7,5,32651,1259666
83736,5,8,6,38251,1742923
72079,6,7,5,20170,1206251
49346,7,6,2,35863,1014513
71946,5,8,3,35094,1169654
59453,5,6,2,26601,561704
84771,5,6,3,53950,1710570
62135,7,6,2,37575,1432013
66933,4,5,2,41834,881444
72951,4,5,2,24998,679628
64290,8,5,2,33405,1165240
91046,6,8,3,37086,2190339
74764,6,8,6,41102,1887529
67770,6,6,2,43254,1296882
55401,5,6,4,41185,841277
61802,6,7,5,34558,1111149
79752,8,7,5,42127,2045694
63086,6,6,4,41735,1330192
73864,6,7,3,34509,1536993
58083,5,6,3,30541,762130
48855,5,7,5,36994,735952
63555,7,5,4,25154,939491
64595,5,7,6,48444,1385776
70716,5,6,3,49098,1210184
55516,5,5,4,40537,652991
56143,5,5,4,46896,844696
64076,6,6,4,48697,1185744
64144,5,7,6,33561,1022710
58387,7,8,3,40569,1638632
62092,4,6,2,44095,751953
90882,6,6,4,41950,1771037
62731,5,6,3,22165,739028
88691,8,8,3,29837,2096978
79807,6,7,5,45333,1903661
79631,6,7,5,50954,1882119
84448,6,5,4,38602,1480889
79072,5,6,4,34897,1304789
56879,7,7,6,55439,1407292
66889,7,5,4,20501,843536
61724,4,7,4,20743,763093
67094,5,4,4,27883,743212
